date,Region,States,Max.Demand Met during the day(MW),Shortage during maximum Demand(MW),Energy Met (MU),temp_avg_karnataka,Month,Season,DayName,MonthName,Year,Quarter
2015-01-28,SR,Karnataka,9121.0,300.0,186.3,23.249718309859148,1,Winter,Wednesday,January,2015,1
2015-01-29,SR,Karnataka,8823.0,310.0,189.8,23.932394366197183,1,Winter,Thursday,January,2015,1
2015-01-30,SR,Karnataka,9165.0,200.0,189.4,24.25408450704225,1,Winter,Friday,January,2015,1
2015-01-31,SR,Karnataka,9175.0,400.0,187.5,23.785492957746474,1,Winter,Saturday,January,2015,1
2015-02-01,SR,Karnataka,8600.0,400.0,178.3,23.504507042253522,2,Winter,Sunday,February,2015,1
2015-02-02,SR,Karnataka,8990.0,400.0,185.9,23.31661971830986,2,Winter,Monday,February,2015,1
2015-02-03,SR,Karnataka,9227.0,400.0,188.4,22.934647887323948,2,Winter,Tuesday,February,2015,1
2015-02-04,SR,Karnataka,9322.0,450.0,189.0,22.45394366197183,2,Winter,Wednesday,February,2015,1
2015-02-05,SR,Karnataka,9333.0,300.0,190.6,23.162957746478874,2,Winter,Thursday,February,2015,1
2015-02-06,SR,Karnataka,9349.0,300.0,191.0,23.356338028169027,2,Winter,Friday,February,2015,1
2015-02-07,SR,Karnataka,8980.0,300.0,193.0,23.31760563380282,2,Winter,Saturday,February,2015,1
2015-02-08,SR,Karnataka,8653.0,400.0,179.3,23.227183098591546,2,Winter,Sunday,February,2015,1
2015-02-09,SR,Karnataka,9241.0,600.0,189.6,23.544225352112676,2,Winter,Monday,February,2015,1
2015-02-10,SR,Karnataka,8681.0,400.0,189.7,23.100845070422533,2,Winter,Tuesday,February,2015,1
2015-02-11,SR,Karnataka,8831.0,500.0,192.2,23.532676056338023,2,Winter,Wednesday,February,2015,1
2015-02-12,SR,Karnataka,8483.0,300.0,190.8,24.064788732394373,2,Winter,Thursday,February,2015,1
2015-02-13,SR,Karnataka,9082.0,600.0,197.5,24.390845070422532,2,Winter,Friday,February,2015,1
2015-02-14,SR,Karnataka,9062.0,400.0,194.7,24.98971830985916,2,Winter,Saturday,February,2015,1
2015-02-15,SR,Karnataka,8728.0,400.0,186.1,25.23676056338028,2,Winter,Sunday,February,2015,1
2015-02-16,SR,Karnataka,8959.0,800.0,193.6,25.065492957746475,2,Winter,Monday,February,2015,1
2015-02-17,SR,Karnataka,9027.0,500.0,199.1,24.98394366197182,2,Winter,Tuesday,February,2015,1
2015-02-18,SR,Karnataka,8981.0,400.0,195.6,25.15760563380282,2,Winter,Wednesday,February,2015,1
2015-02-19,SR,Karnataka,8969.0,400.0,192.9,25.313098591549288,2,Winter,Thursday,February,2015,1
2015-02-20,SR,Karnataka,9063.0,400.0,199.8,25.136619718309863,2,Winter,Friday,February,2015,1
2015-02-21,SR,Karnataka,8929.0,300.0,195.5,24.927183098591552,2,Winter,Saturday,February,2015,1
2015-02-22,SR,Karnataka,8800.0,400.0,187.4,25.003239436619726,2,Winter,Sunday,February,2015,1
2015-02-23,SR,Karnataka,9110.0,400.0,193.3,24.90760563380281,2,Winter,Monday,February,2015,1
2015-02-24,SR,Karnataka,9047.0,500.0,194.7,24.611690140845074,2,Winter,Tuesday,February,2015,1
2015-02-25,SR,Karnataka,8908.0,850.0,195.8,24.768028169014098,2,Winter,Wednesday,February,2015,1
2015-02-26,SR,Karnataka,9024.0,400.0,200.8,25.657183098591556,2,Winter,Thursday,February,2015,1
2015-02-27,SR,Karnataka,9137.0,500.0,200.1,26.49507042253521,2,Winter,Friday,February,2015,1
2015-02-28,SR,Karnataka,8373.0,300.0,191.0,25.933943661971835,2,Winter,Saturday,February,2015,1
2015-03-01,SR,Karnataka,8022.0,300.0,175.85000000000002,25.99971830985915,3,Summer,Sunday,March,2015,1
2015-03-02,SR,Karnataka,8277.0,300.0,181.07500000000002,25.62929577464788,3,Summer,Monday,March,2015,1
2015-03-03,SR,Karnataka,8532.0,300.0,186.3,25.25887323943661,3,Summer,Tuesday,March,2015,1
2015-03-04,SR,Karnataka,8573.0,400.0,183.6,25.21408450704224,3,Summer,Wednesday,March,2015,1
2015-03-05,SR,Karnataka,8421.0,650.0,189.8,26.503802816901405,3,Summer,Thursday,March,2015,1
2015-03-06,SR,Karnataka,8421.0,450.0,183.1,26.81028169014085,3,Summer,Friday,March,2015,1
2015-03-07,SR,Karnataka,8272.0,400.0,176.7,26.740140845070435,3,Summer,Saturday,March,2015,1
2015-03-08,SR,Karnataka,7706.0,300.0,163.6,26.630845070422538,3,Summer,Sunday,March,2015,1
2015-03-09,SR,Karnataka,7960.0,435.0,168.8,26.41098591549297,3,Summer,Monday,March,2015,1
2015-03-10,SR,Karnataka,8241.0,300.0,178.5,26.17549295774647,3,Summer,Tuesday,March,2015,1
2015-03-11,SR,Karnataka,8496.0,400.0,184.2,25.54042253521127,3,Summer,Wednesday,March,2015,1
2015-03-12,SR,Karnataka,8570.0,600.0,189.1,26.281267605633808,3,Summer,Thursday,March,2015,1
2015-03-13,SR,Karnataka,8813.0,400.0,194.8,26.796197183098595,3,Summer,Friday,March,2015,1
2015-03-14,SR,Karnataka,9101.0,400.0,192.4,26.73591549295775,3,Summer,Saturday,March,2015,1
2015-03-15,SR,Karnataka,8186.0,400.0,181.2,27.24887323943662,3,Summer,Sunday,March,2015,1
2015-03-16,SR,Karnataka,8633.75,412.5,188.625,27.374999999999993,3,Summer,Monday,March,2015,1
2015-03-17,SR,Karnataka,9081.5,425.0,196.05,27.50112676056337,3,Summer,Tuesday,March,2015,1
2015-03-18,SR,Karnataka,9214.0,400.0,201.0,27.819154929577476,3,Summer,Wednesday,March,2015,1
2015-03-19,SR,Karnataka,9119.0,400.0,205.1,27.886478873239444,3,Summer,Thursday,March,2015,1
2015-03-20,SR,Karnataka,8946.5,350.0,199.35,27.789929577464797,3,Summer,Friday,March,2015,1
2015-03-21,SR,Karnataka,8774.0,300.0,193.6,27.693380281690146,3,Summer,Saturday,March,2015,1
2015-03-22,SR,Karnataka,8369.0,400.0,186.7,28.226197183098595,3,Summer,Sunday,March,2015,1
2015-03-23,SR,Karnataka,8888.0,912.0,199.9,28.835915492957746,3,Summer,Monday,March,2015,1
2015-03-24,SR,Karnataka,8918.0,800.0,200.0,29.50605633802816,3,Summer,Tuesday,March,2015,1
2015-03-25,SR,Karnataka,9221.0,400.0,206.9,29.1412676056338,3,Summer,Wednesday,March,2015,1
2015-03-26,SR,Karnataka,9549.0,400.0,211.7,28.58549295774648,3,Summer,Thursday,March,2015,1
2015-03-27,SR,Karnataka,9324.0,300.0,207.7,28.100563380281688,3,Summer,Friday,March,2015,1
2015-03-28,SR,Karnataka,8915.0,1050.0,202.9,27.90788732394366,3,Summer,Saturday,March,2015,1
2015-03-29,SR,Karnataka,8714.0,0.0,196.0,28.43647887323944,3,Summer,Sunday,March,2015,1
2015-03-30,SR,Karnataka,9032.0,500.0,199.1,28.378309859154925,3,Summer,Monday,March,2015,1
2015-03-31,SR,Karnataka,8628.0,500.0,196.4,28.234507042253526,3,Summer,Tuesday,March,2015,1
2015-04-01,SR,Karnataka,8920.0,400.0,196.8,29.075070422535205,4,Summer,Wednesday,April,2015,2
2015-04-02,SR,Karnataka,8832.0,400.0,199.0,29.74732394366198,4,Summer,Thursday,April,2015,2
2015-04-03,SR,Karnataka,8895.0,400.0,197.4,29.699014084507038,4,Summer,Friday,April,2015,2
2015-04-04,SR,Karnataka,9335.0,300.0,199.8,29.914647887323945,4,Summer,Saturday,April,2015,2
2015-04-05,SR,Karnataka,8481.0,500.0,190.4,30.24169014084507,4,Summer,Sunday,April,2015,2
2015-04-06,SR,Karnataka,8669.0,550.0,194.65,29.935281690140847,4,Summer,Monday,April,2015,2
2015-04-07,SR,Karnataka,8857.0,600.0,198.9,29.628873239436626,4,Summer,Tuesday,April,2015,2
2015-04-08,SR,Karnataka,8549.0,700.0,195.7,29.609577464788718,4,Summer,Wednesday,April,2015,2
2015-04-09,SR,Karnataka,8551.0,800.0,193.1,29.43985915492958,4,Summer,Thursday,April,2015,2
2015-04-10,SR,Karnataka,8833.0,400.0,197.9,29.26845070422535,4,Summer,Friday,April,2015,2
2015-04-11,SR,Karnataka,8310.0,400.0,180.4,27.065774647887324,4,Summer,Saturday,April,2015,2
2015-04-12,SR,Karnataka,7143.0,400.0,157.7,26.56661971830985,4,Summer,Sunday,April,2015,2
2015-04-13,SR,Karnataka,7612.0,450.0,158.1,24.733661971830983,4,Summer,Monday,April,2015,2
2015-04-14,SR,Karnataka,7702.0,400.0,161.9,25.31239436619719,4,Summer,Tuesday,April,2015,2
2015-04-15,SR,Karnataka,8032.0,300.0,166.7,25.706338028169014,4,Summer,Wednesday,April,2015,2
2015-04-16,SR,Karnataka,8208.0,300.0,171.8,26.746338028169014,4,Summer,Thursday,April,2015,2
2015-04-17,SR,Karnataka,8127.0,400.0,170.1,27.351126760563393,4,Summer,Friday,April,2015,2
2015-04-18,SR,Karnataka,7769.0,400.0,163.1,28.144225352112677,4,Summer,Saturday,April,2015,2
2015-04-19,SR,Karnataka,7894.0,300.0,170.9,28.57408450704227,4,Summer,Sunday,April,2015,2
2015-04-20,SR,Karnataka,8273.0,300.0,185.1,28.827323943661977,4,Summer,Monday,April,2015,2
2015-04-21,SR,Karnataka,8460.0,600.0,186.3,28.888591549295775,4,Summer,Tuesday,April,2015,2
2015-04-22,SR,Karnataka,8437.0,400.0,181.0,28.86788732394366,4,Summer,Wednesday,April,2015,2
2015-04-23,SR,Karnataka,8115.0,300.0,169.4,27.98056338028169,4,Summer,Thursday,April,2015,2
2015-04-24,SR,Karnataka,8071.0,300.0,165.1,27.336338028169006,4,Summer,Friday,April,2015,2
2015-04-25,SR,Karnataka,7431.0,400.0,163.6,26.75704225352113,4,Summer,Saturday,April,2015,2
2015-04-26,SR,Karnataka,7349.0,300.0,158.1,27.519859154929584,4,Summer,Sunday,April,2015,2
2015-04-27,SR,Karnataka,7840.0,350.0,168.2,28.258028169014096,4,Summer,Monday,April,2015,2
2015-04-28,SR,Karnataka,8331.0,400.0,178.3,28.996197183098605,4,Summer,Tuesday,April,2015,2
2015-04-29,SR,Karnataka,8261.0,450.0,176.2,29.71661971830986,4,Summer,Wednesday,April,2015,2
2015-04-30,SR,Karnataka,7845.0,0.0,167.9,29.199859154929573,4,Summer,Thursday,April,2015,2
2015-05-01,SR,Karnataka,8400.0,500.0,161.1,29.609295774647876,5,Summer,Friday,May,2015,2
2015-05-02,SR,Karnataka,7966.0,400.0,158.3,29.343732394366192,5,Summer,Saturday,May,2015,2
2015-05-03,SR,Karnataka,7532.0,300.0,155.5,29.07816901408451,5,Summer,Sunday,May,2015,2
2015-05-04,SR,Karnataka,8163.0,400.0,170.6,29.137464788732398,5,Summer,Monday,May,2015,2
2015-05-05,SR,Karnataka,8393.0,300.0,172.8,28.56718309859155,5,Summer,Tuesday,May,2015,2
2015-05-06,SR,Karnataka,7980.0,300.0,170.6,28.668450704225354,5,Summer,Wednesday,May,2015,2
2015-05-07,SR,Karnataka,8010.0,400.0,174.7,28.265070422535224,5,Summer,Thursday,May,2015,2
2015-05-08,SR,Karnataka,8206.0,400.0,179.3,28.226478873239436,5,Summer,Friday,May,2015,2
2015-05-09,SR,Karnataka,7900.0,300.0,172.1,28.15028169014085,5,Summer,Saturday,May,2015,2
2015-05-10,SR,Karnataka,7613.0,300.0,164.1,27.719295774647883,5,Summer,Sunday,May,2015,2
2015-05-11,SR,Karnataka,8283.0,400.0,174.6,27.686760563380293,5,Summer,Monday,May,2015,2
2015-05-12,SR,Karnataka,7898.0,400.0,170.2,27.969577464788742,5,Summer,Tuesday,May,2015,2
2015-05-13,SR,Karnataka,7626.0,300.0,164.6,27.003521126760564,5,Summer,Wednesday,May,2015,2
2015-05-14,SR,Karnataka,7765.0,300.0,163.8,27.997887323943665,5,Summer,Thursday,May,2015,2
2015-05-15,SR,Karnataka,7811.0,350.0,166.2,27.284788732394365,5,Summer,Friday,May,2015,2
2015-05-16,SR,Karnataka,7148.0,350.0,150.5,27.127464788732393,5,Summer,Saturday,May,2015,2
2015-05-17,SR,Karnataka,6196.0,200.0,137.4,27.233802816901402,5,Summer,Sunday,May,2015,2
2015-05-18,SR,Karnataka,6940.0,200.0,145.4,27.23450704225354,5,Summer,Monday,May,2015,2
2015-05-19,SR,Karnataka,6914.0,300.0,147.0,27.750985915492965,5,Summer,Tuesday,May,2015,2
2015-05-20,SR,Karnataka,7822.0,400.0,155.0,28.57183098591549,5,Summer,Wednesday,May,2015,2
2015-05-21,SR,Karnataka,7839.0,300.0,163.8,28.571971830985913,5,Summer,Thursday,May,2015,2
2015-05-22,SR,Karnataka,8122.0,300.0,173.2,27.539014084507034,5,Summer,Friday,May,2015,2
2015-05-23,SR,Karnataka,7874.0,400.0,172.1,26.943380281690146,5,Summer,Saturday,May,2015,2
2015-05-24,SR,Karnataka,7579.0,300.0,164.4,28.084366197183098,5,Summer,Sunday,May,2015,2
2015-05-25,SR,Karnataka,8390.0,300.0,181.5,28.570563380281694,5,Summer,Monday,May,2015,2
2015-05-26,SR,Karnataka,8597.0,400.0,190.5,28.95140845070422,5,Summer,Tuesday,May,2015,2
2015-05-27,SR,Karnataka,8746.0,400.0,185.0,28.38943661971832,5,Summer,Wednesday,May,2015,2
2015-05-28,SR,Karnataka,8102.0,400.0,162.7,26.8887323943662,5,Summer,Thursday,May,2015,2
2015-05-29,SR,Karnataka,8291.0,300.0,162.0,27.73140845070422,5,Summer,Friday,May,2015,2
2015-05-30,SR,Karnataka,7596.0,300.0,141.8,27.71859154929578,5,Summer,Saturday,May,2015,2
2015-05-31,SR,Karnataka,7214.75,325.0,138.5,27.295211267605637,5,Summer,Sunday,May,2015,2
2015-06-01,SR,Karnataka,6833.5,350.0,135.2,26.871830985915494,6,Monsoon,Monday,June,2015,2
2015-06-02,SR,Karnataka,6891.75,325.0,140.2,26.992887323943663,6,Monsoon,Tuesday,June,2015,2
2015-06-03,SR,Karnataka,6950.0,300.0,145.2,27.113943661971835,6,Monsoon,Wednesday,June,2015,2
2015-06-04,SR,Karnataka,7494.0,300.0,150.5,26.992253521126756,6,Monsoon,Thursday,June,2015,2
2015-06-05,SR,Karnataka,7027.0,350.0,150.5,26.4556338028169,6,Monsoon,Friday,June,2015,2
2015-06-06,SR,Karnataka,7390.0,400.0,150.4,26.626338028169016,6,Monsoon,Saturday,June,2015,2
2015-06-07,SR,Karnataka,7591.0,300.0,153.2,27.169436619718315,6,Monsoon,Sunday,June,2015,2
2015-06-08,SR,Karnataka,6874.0,300.0,143.9,26.187464788732385,6,Monsoon,Monday,June,2015,2
2015-06-09,SR,Karnataka,7311.0,350.0,159.1,25.285774647887322,6,Monsoon,Tuesday,June,2015,2
2015-06-10,SR,Karnataka,7736.0,165.0,160.8,26.129014084507048,6,Monsoon,Wednesday,June,2015,2
2015-06-11,SR,Karnataka,7800.0,300.0,167.0,26.40802816901408,6,Monsoon,Thursday,June,2015,2
2015-06-12,SR,Karnataka,7643.0,300.0,164.6,25.163521126760564,6,Monsoon,Friday,June,2015,2
2015-06-13,SR,Karnataka,7539.0,0.0,159.4,25.557887323943664,6,Monsoon,Saturday,June,2015,2
2015-06-14,SR,Karnataka,6971.0,300.0,145.4,24.80929577464789,6,Monsoon,Sunday,June,2015,2
2015-06-15,SR,Karnataka,7357.0,300.0,153.1,24.856760563380266,6,Monsoon,Monday,June,2015,2
2015-06-16,SR,Karnataka,7601.0,400.0,157.5,24.290845070422538,6,Monsoon,Tuesday,June,2015,2
2015-06-17,SR,Karnataka,7639.0,400.0,156.6,24.567042253521137,6,Monsoon,Wednesday,June,2015,2
2015-06-18,SR,Karnataka,7421.0,200.0,153.9,24.34211267605634,6,Monsoon,Thursday,June,2015,2
2015-06-19,SR,Karnataka,7300.0,0.0,148.0,24.694366197183104,6,Monsoon,Friday,June,2015,2
2015-06-20,SR,Karnataka,6891.0,300.0,138.5,25.528028169014085,6,Monsoon,Saturday,June,2015,2
2015-06-21,SR,Karnataka,6286.0,300.0,124.6,25.43732394366197,6,Monsoon,Sunday,June,2015,2
2015-06-22,SR,Karnataka,7243.0,300.0,138.0,25.767183098591552,6,Monsoon,Monday,June,2015,2
2015-06-23,SR,Karnataka,7022.0,400.0,141.2,26.295070422535208,6,Monsoon,Tuesday,June,2015,2
2015-06-24,SR,Karnataka,7354.0,400.0,144.4,26.19732394366197,6,Monsoon,Wednesday,June,2015,2
2015-06-25,SR,Karnataka,7744.0,300.0,152.4,26.42323943661972,6,Monsoon,Thursday,June,2015,2
2015-06-26,SR,Karnataka,7608.0,300.0,157.8,26.254225352112677,6,Monsoon,Friday,June,2015,2
2015-06-27,SR,Karnataka,7471.0,0.0,154.3,26.24830985915493,6,Monsoon,Saturday,June,2015,2
2015-06-28,SR,Karnataka,7325.0,400.0,151.6,26.190422535211255,6,Monsoon,Sunday,June,2015,2
2015-06-29,SR,Karnataka,7946.0,300.0,165.8,26.489577464788734,6,Monsoon,Monday,June,2015,2
2015-06-30,SR,Karnataka,8235.0,400.0,168.0,26.249295774647898,6,Monsoon,Tuesday,June,2015,2
2015-07-01,SR,Karnataka,8006.0,800.0,170.1,26.213239436619723,7,Monsoon,Wednesday,July,2015,3
2015-07-02,SR,Karnataka,7802.0,400.0,171.9,26.376338028169005,7,Monsoon,Thursday,July,2015,3
2015-07-03,SR,Karnataka,7915.5,385.5,172.25,26.592112676056338,7,Monsoon,Friday,July,2015,3
2015-07-04,SR,Karnataka,8029.0,371.0,172.6,26.807887323943667,7,Monsoon,Saturday,July,2015,3
2015-07-05,SR,Karnataka,7790.0,350.0,165.4,26.938028169014085,7,Monsoon,Sunday,July,2015,3
2015-07-06,SR,Karnataka,8584.0,500.0,177.1,26.449577464788735,7,Monsoon,Monday,July,2015,3
2015-07-07,SR,Karnataka,9049.0,600.0,181.7,26.412112676056328,7,Monsoon,Tuesday,July,2015,3
2015-07-08,SR,Karnataka,8064.0,1000.0,180.9,26.396338028169012,7,Monsoon,Wednesday,July,2015,3
2015-07-09,SR,Karnataka,8065.0,400.0,179.6,26.57098591549295,7,Monsoon,Thursday,July,2015,3
2015-07-10,SR,Karnataka,8266.0,600.0,178.8,26.16845070422535,7,Monsoon,Friday,July,2015,3
2015-07-11,SR,Karnataka,8264.0,500.0,175.2,25.900563380281696,7,Monsoon,Saturday,July,2015,3
2015-07-12,SR,Karnataka,8484.333333333334,466.6666666666667,179.66666666666666,26.076713615023476,7,Monsoon,Sunday,July,2015,3
2015-07-13,SR,Karnataka,8704.666666666666,433.3333333333333,184.13333333333333,26.25286384976526,7,Monsoon,Monday,July,2015,3
2015-07-14,SR,Karnataka,8925.0,400.0,188.6,26.42901408450704,7,Monsoon,Tuesday,July,2015,3
2015-07-15,SR,Karnataka,9115.0,600.0,187.3,25.755070422535216,7,Monsoon,Wednesday,July,2015,3
2015-07-16,SR,Karnataka,8531.0,400.0,186.7,25.986056338028163,7,Monsoon,Thursday,July,2015,3
2015-07-17,SR,Karnataka,8705.0,400.0,184.3,26.02211267605634,7,Monsoon,Friday,July,2015,3
2015-07-18,SR,Karnataka,8311.0,600.0,173.4,25.88957746478874,7,Monsoon,Saturday,July,2015,3
2015-07-19,SR,Karnataka,7551.5,0.0,156.45,25.359859154929577,7,Monsoon,Sunday,July,2015,3
2015-07-20,SR,Karnataka,7890.25,150.0,160.375,25.497887323943658,7,Monsoon,Monday,July,2015,3
2015-07-21,SR,Karnataka,8229.0,300.0,164.3,25.635915492957736,7,Monsoon,Tuesday,July,2015,3
2015-07-22,SR,Karnataka,8618.0,300.0,169.8,25.756619718309853,7,Monsoon,Wednesday,July,2015,3
2015-07-23,SR,Karnataka,8294.0,300.0,170.4,25.6049295774648,7,Monsoon,Thursday,July,2015,3
2015-07-24,SR,Karnataka,8564.0,400.0,175.6,25.609154929577475,7,Monsoon,Friday,July,2015,3
2015-07-25,SR,Karnataka,8498.0,400.0,172.7,24.594084507042247,7,Monsoon,Saturday,July,2015,3
2015-07-26,SR,Karnataka,7783.0,400.0,159.9,24.545211267605634,7,Monsoon,Sunday,July,2015,3
2015-07-27,SR,Karnataka,8859.0,600.0,173.3,25.256901408450705,7,Monsoon,Monday,July,2015,3
2015-07-28,SR,Karnataka,8525.0,300.0,178.7,25.331126760563375,7,Monsoon,Tuesday,July,2015,3
2015-07-29,SR,Karnataka,8305.0,500.0,181.9,26.000563380281697,7,Monsoon,Wednesday,July,2015,3
2015-07-30,SR,Karnataka,8388.0,500.0,181.4,26.0912676056338,7,Monsoon,Thursday,July,2015,3
2015-07-31,SR,Karnataka,7741.0,1250.0,174.9,25.757605633802815,7,Monsoon,Friday,July,2015,3
2015-08-01,SR,Karnataka,7525.0,500.0,167.8,25.32816901408451,8,Monsoon,Saturday,August,2015,3
2015-08-02,SR,Karnataka,7457.0,400.0,160.9,25.592676056338025,8,Monsoon,Sunday,August,2015,3
2015-08-03,SR,Karnataka,8057.0,1000.0,175.0,25.531126760563378,8,Monsoon,Monday,August,2015,3
2015-08-04,SR,Karnataka,8922.0,900.0,176.9,25.638732394366198,8,Monsoon,Tuesday,August,2015,3
2015-08-05,SR,Karnataka,8093.0,300.0,173.5,25.33943661971831,8,Monsoon,Wednesday,August,2015,3
2015-08-06,SR,Karnataka,8208.0,300.0,167.4,25.808169014084502,8,Monsoon,Thursday,August,2015,3
2015-08-07,SR,Karnataka,8011.0,800.0,174.8,26.105211267605632,8,Monsoon,Friday,August,2015,3
2015-08-08,SR,Karnataka,8151.0,600.0,174.3,25.447887323943668,8,Monsoon,Saturday,August,2015,3
2015-08-09,SR,Karnataka,7682.0,400.0,166.6,25.900845070422534,8,Monsoon,Sunday,August,2015,3
2015-08-10,SR,Karnataka,7729.0,1000.0,171.0,25.558873239436622,8,Monsoon,Monday,August,2015,3
2015-08-11,SR,Karnataka,8638.0,1000.0,166.2,25.156197183098588,8,Monsoon,Tuesday,August,2015,3
2015-08-12,SR,Karnataka,8576.0,1500.0,161.7,25.159014084507035,8,Monsoon,Wednesday,August,2015,3
2015-08-13,SR,Karnataka,7370.0,1300.0,161.9,25.56070422535212,8,Monsoon,Thursday,August,2015,3
2015-08-14,SR,Karnataka,7017.0,1446.0,159.9,26.32140845070423,8,Monsoon,Friday,August,2015,3
2015-08-15,SR,Karnataka,7116.0,1000.0,159.8,26.44647887323944,8,Monsoon,Saturday,August,2015,3
2015-08-16,SR,Karnataka,7079.0,1000.0,159.5,25.637887323943662,8,Monsoon,Sunday,August,2015,3
2015-08-17,SR,Karnataka,7011.0,1000.0,155.6,25.277887323943663,8,Monsoon,Monday,August,2015,3
2015-08-18,SR,Karnataka,7037.0,1000.0,154.5,26.26422535211267,8,Monsoon,Tuesday,August,2015,3
2015-08-19,SR,Karnataka,6920.0,1400.0,150.3,26.707042253521127,8,Monsoon,Wednesday,August,2015,3
2015-08-20,SR,Karnataka,6697.0,1300.0,152.3,25.597464788732378,8,Monsoon,Thursday,August,2015,3
2015-08-21,SR,Karnataka,6736.0,950.0,152.1,24.97295774647888,8,Monsoon,Friday,August,2015,3
2015-08-22,SR,Karnataka,6786.0,600.0,147.9,24.905633802816894,8,Monsoon,Saturday,August,2015,3
2015-08-23,SR,Karnataka,7011.0,400.0,147.6,24.880845070422538,8,Monsoon,Sunday,August,2015,3
2015-08-24,SR,Karnataka,7197.0,800.0,157.6,24.87943661971831,8,Monsoon,Monday,August,2015,3
2015-08-25,SR,Karnataka,7208.0,1150.0,161.8,25.393943661971832,8,Monsoon,Tuesday,August,2015,3
2015-08-26,SR,Karnataka,6945.0,500.0,159.2,25.484366197183107,8,Monsoon,Wednesday,August,2015,3
2015-08-27,SR,Karnataka,7223.0,0.0,155.1,25.112957746478884,8,Monsoon,Thursday,August,2015,3
2015-08-28,SR,Karnataka,7434.0,1300.0,161.9,25.539295774647886,8,Monsoon,Friday,August,2015,3
2015-08-29,SR,Karnataka,7137.0,1000.0,160.2,25.891126760563374,8,Monsoon,Saturday,August,2015,3
2015-08-30,SR,Karnataka,7095.0,1000.0,153.7,26.037183098591548,8,Monsoon,Sunday,August,2015,3
2015-08-31,SR,Karnataka,7385.0,1000.0,161.5,25.925633802816908,8,Monsoon,Monday,August,2015,3
2015-09-01,SR,Karnataka,7187.0,2000.0,163.1,25.755352112676057,9,Monsoon,Tuesday,September,2015,3
2015-09-02,SR,Karnataka,6967.0,1000.0,159.0,25.919436619718308,9,Monsoon,Wednesday,September,2015,3
2015-09-03,SR,Karnataka,6921.0,1500.0,157.9,26.165070422535205,9,Monsoon,Thursday,September,2015,3
2015-09-04,SR,Karnataka,6735.0,1500.0,151.0,26.10929577464789,9,Monsoon,Friday,September,2015,3
2015-09-05,SR,Karnataka,6358.0,2200.0,145.3,26.041267605633816,9,Monsoon,Saturday,September,2015,3
2015-09-06,SR,Karnataka,6288.0,500.0,137.3,24.73633802816901,9,Monsoon,Sunday,September,2015,3
2015-09-07,SR,Karnataka,6200.0,1800.0,132.9,23.867605633802818,9,Monsoon,Monday,September,2015,3
2015-09-08,SR,Karnataka,6316.0,2000.0,132.9,24.210704225352117,9,Monsoon,Tuesday,September,2015,3
2015-09-09,SR,Karnataka,6170.333333333333,1766.6666666666667,130.53333333333333,24.26563380281691,9,Monsoon,Wednesday,September,2015,3
2015-09-10,SR,Karnataka,6198.222222222222,1677.7777777777778,133.88888888888889,24.44239436619719,9,Monsoon,Thursday,September,2015,3
2015-09-11,SR,Karnataka,6226.111111111111,1588.888888888889,137.24444444444444,24.61915492957747,9,Monsoon,Friday,September,2015,3
2015-09-12,SR,Karnataka,6254.0,1500.0,140.6,24.795915492957747,9,Monsoon,Saturday,September,2015,3
2015-09-13,SR,Karnataka,6430.0,1220.0,141.4,25.00408450704226,9,Monsoon,Sunday,September,2015,3
2015-09-14,SR,Karnataka,6923.0,600.0,151.9,24.68887323943661,9,Monsoon,Monday,September,2015,3
2015-09-15,SR,Karnataka,7144.0,800.0,155.2,24.524366197183095,9,Monsoon,Tuesday,September,2015,3
2015-09-16,SR,Karnataka,7303.0,1000.0,159.0,24.428732394366204,9,Monsoon,Wednesday,September,2015,3
2015-09-17,SR,Karnataka,6925.0,1000.0,148.2,24.587323943661985,9,Monsoon,Thursday,September,2015,3
2015-09-18,SR,Karnataka,7080.5,750.0,151.8,25.676619718309855,9,Monsoon,Friday,September,2015,3
2015-09-19,SR,Karnataka,6810.75,775.0,149.25,25.43147887323943,9,Monsoon,Saturday,September,2015,3
2015-09-20,SR,Karnataka,6541.0,800.0,146.7,25.186338028169008,9,Monsoon,Sunday,September,2015,3
2015-09-21,SR,Karnataka,6883.0,1800.0,154.0,24.984929577464793,9,Monsoon,Monday,September,2015,3
2015-09-22,SR,Karnataka,6852.0,1200.0,155.2,25.501126760563384,9,Monsoon,Tuesday,September,2015,3
2015-09-23,SR,Karnataka,6886.0,1800.0,153.2,25.546760563380282,9,Monsoon,Wednesday,September,2015,3
2015-09-24,SR,Karnataka,7016.0,1600.0,153.4,25.961408450704223,9,Monsoon,Thursday,September,2015,3
2015-09-25,SR,Karnataka,7241.0,1000.0,152.1,26.16309859154929,9,Monsoon,Friday,September,2015,3
2015-09-26,SR,Karnataka,6858.0,1100.0,142.9,25.321690140845064,9,Monsoon,Saturday,September,2015,3
2015-09-27,SR,Karnataka,6351.0,1200.0,140.0,25.196056338028168,9,Monsoon,Sunday,September,2015,3
2015-09-28,SR,Karnataka,6857.0,1200.0,144.2,25.340422535211264,9,Monsoon,Monday,September,2015,3
2015-09-29,SR,Karnataka,7056.0,1600.0,150.5,25.10605633802818,9,Monsoon,Tuesday,September,2015,3
2015-09-30,SR,Karnataka,6511.0,1400.0,147.7,25.022394366197187,9,Monsoon,Wednesday,September,2015,3
