date,Region,States,Max.Demand Met during the day(MW),Shortage during maximum Demand(MW),Energy Met (MU),temp_avg_karnataka,Month,Season,DayName,MonthName,Year,Quarter
2013-03-31,SR,Karnataka,7191.0,800.0,158.0,30.19211267605633,3,Summer,Sunday,March,2013,1
2013-04-01,SR,Karnataka,7652.0,800.0,159.4,29.428873239436623,4,Summer,Monday,April,2013,2
2013-04-02,SR,Karnataka,7620.0,1000.0,164.6,29.76985915492958,4,Summer,Tuesday,April,2013,2
2013-04-03,SR,Karnataka,7557.0,1450.0,163.7,30.284788732394365,4,Summer,Wednesday,April,2013,2
2013-04-04,SR,Karnataka,7540.0,1000.0,161.8,30.310985915492957,4,Summer,Thursday,April,2013,2
2013-04-05,SR,Karnataka,7504.0,1000.0,163.3,30.295774647887317,4,Summer,Friday,April,2013,2
2013-04-06,SR,Karnataka,7652.0,750.0,161.1,29.767605633802805,4,Summer,Saturday,April,2013,2
2013-04-07,SR,Karnataka,7498.0,600.0,161.2,30.355915492957738,4,Summer,Sunday,April,2013,2
2013-04-08,SR,Karnataka,7744.0,1000.0,169.6,30.70830985915493,4,Summer,Monday,April,2013,2
2013-04-09,SR,Karnataka,8003.0,600.0,172.1,30.801126760563374,4,Summer,Tuesday,April,2013,2
2013-04-10,SR,Karnataka,7956.0,900.0,169.7,30.328309859154924,4,Summer,Wednesday,April,2013,2
2013-04-11,SR,Karnataka,7471.0,600.0,162.4,30.297042253521116,4,Summer,Thursday,April,2013,2
2013-04-12,SR,Karnataka,8000.0,700.0,169.3,30.596478873239423,4,Summer,Friday,April,2013,2
2013-04-13,SR,Karnataka,8018.0,1000.0,172.2,30.480563380281694,4,Summer,Saturday,April,2013,2
2013-04-14,SR,Karnataka,7941.0,700.0,167.2,30.5481690140845,4,Summer,Sunday,April,2013,2
2013-04-15,SR,Karnataka,7692.0,1600.0,170.8,30.433098591549303,4,Summer,Monday,April,2013,2
2013-04-16,SR,Karnataka,8016.0,900.0,169.6,30.211971830985906,4,Summer,Tuesday,April,2013,2
2013-04-17,SR,Karnataka,7958.0,600.0,170.7,30.01140845070423,4,Summer,Wednesday,April,2013,2
2013-04-18,SR,Karnataka,8103.0,850.0,171.2,29.426338028169013,4,Summer,Thursday,April,2013,2
2013-04-19,SR,Karnataka,7764.0,900.0,166.7,29.447183098591555,4,Summer,Friday,April,2013,2
2013-04-20,SR,Karnataka,7842.0,600.0,169.5,29.118169014084504,4,Summer,Saturday,April,2013,2
2013-04-21,SR,Karnataka,7744.0,800.0,161.7,29.089295774647876,4,Summer,Sunday,April,2013,2
2013-04-22,SR,Karnataka,7426.0,600.0,167.4,29.603802816901407,4,Summer,Monday,April,2013,2
2013-04-23,SR,Karnataka,7725.0,600.0,169.4,30.37028169014085,4,Summer,Tuesday,April,2013,2
2013-04-24,SR,Karnataka,7557.0,1000.0,164.2,29.681971830985905,4,Summer,Wednesday,April,2013,2
2013-04-25,SR,Karnataka,7223.0,800.0,156.8,29.211267605633797,4,Summer,Thursday,April,2013,2
2013-04-26,SR,Karnataka,7217.0,750.0,149.4,28.947323943661974,4,Summer,Friday,April,2013,2
2013-04-27,SR,Karnataka,7179.0,750.0,156.3,29.409859154929578,4,Summer,Saturday,April,2013,2
2013-04-28,SR,Karnataka,6652.0,500.0,149.0,29.3550704225352,4,Summer,Sunday,April,2013,2
2013-04-29,SR,Karnataka,7242.0,600.0,153.8,28.642535211267603,4,Summer,Monday,April,2013,2
2013-04-30,SR,Karnataka,7498.0,600.0,158.6,30.487605633802822,4,Summer,Tuesday,April,2013,2
2013-05-01,SR,Karnataka,7170.0,500.0,153.7,30.384647887323936,5,Summer,Wednesday,May,2013,2
2013-05-02,SR,Karnataka,7484.0,600.0,160.2,30.04281690140845,5,Summer,Thursday,May,2013,2
2013-05-03,SR,Karnataka,7593.0,500.0,163.2,30.062676056338027,5,Summer,Friday,May,2013,2
2013-05-04,SR,Karnataka,7697.0,400.0,167.7,29.992253521126752,5,Summer,Saturday,May,2013,2
2013-05-05,SR,Karnataka,7454.0,350.0,164.2,29.608873239436633,5,Summer,Sunday,May,2013,2
2013-05-06,SR,Karnataka,7775.0,800.0,165.5,29.85338028169015,5,Summer,Monday,May,2013,2
2013-05-07,SR,Karnataka,7818.0,300.0,168.9,29.163098591549296,5,Summer,Tuesday,May,2013,2
2013-05-08,SR,Karnataka,7908.0,500.0,167.7,29.070422535211275,5,Summer,Wednesday,May,2013,2
2013-05-09,SR,Karnataka,7114.0,600.0,146.4,29.04478873239437,5,Summer,Thursday,May,2013,2
2013-05-10,SR,Karnataka,7178.0,600.0,149.5,28.707464788732402,5,Summer,Friday,May,2013,2
2013-05-11,SR,Karnataka,7260.0,450.0,147.1,29.390422535211265,5,Summer,Saturday,May,2013,2
2013-05-12,SR,Karnataka,6756.0,350.0,141.8,28.24169014084507,5,Summer,Sunday,May,2013,2
2013-05-13,SR,Karnataka,7543.0,450.0,156.8,27.711690140845075,5,Summer,Monday,May,2013,2
2013-05-14,SR,Karnataka,7523.0,500.0,159.4,28.820985915492955,5,Summer,Tuesday,May,2013,2
2013-05-15,SR,Karnataka,7496.0,500.0,162.4,28.98154929577464,5,Summer,Wednesday,May,2013,2
2013-05-16,SR,Karnataka,7684.0,600.0,162.3,28.891971830985913,5,Summer,Thursday,May,2013,2
2013-05-17,SR,Karnataka,7880.0,500.0,168.5,29.678309859154933,5,Summer,Friday,May,2013,2
2013-05-18,SR,Karnataka,7423.0,600.0,162.9,29.42028169014084,5,Summer,Saturday,May,2013,2
2013-05-19,SR,Karnataka,7068.0,500.0,146.3,28.52774647887323,5,Summer,Sunday,May,2013,2
2013-05-20,SR,Karnataka,7075.0,400.0,149.4,28.51028169014084,5,Summer,Monday,May,2013,2
2013-05-21,SR,Karnataka,7535.0,450.0,142.3,27.423098591549298,5,Summer,Tuesday,May,2013,2
2013-05-22,SR,Karnataka,7533.0,500.0,152.8,28.490985915492963,5,Summer,Wednesday,May,2013,2
2013-05-23,SR,Karnataka,7489.0,500.0,150.8,28.70450704225351,5,Summer,Thursday,May,2013,2
2013-05-24,SR,Karnataka,7681.0,500.0,160.8,28.788873239436626,5,Summer,Friday,May,2013,2
2013-05-25,SR,Karnataka,7506.0,350.0,159.0,27.55,5,Summer,Saturday,May,2013,2
2013-05-26,SR,Karnataka,6862.0,400.0,148.5,27.32140845070423,5,Summer,Sunday,May,2013,2
2013-05-27,SR,Karnataka,6886.0,600.0,147.7,26.213661971830987,5,Summer,Monday,May,2013,2
2013-05-28,SR,Karnataka,6828.0,400.0,146.4,25.569014084507042,5,Summer,Tuesday,May,2013,2
2013-05-29,SR,Karnataka,6861.0,400.0,141.9,25.570704225352117,5,Summer,Wednesday,May,2013,2
2013-05-30,SR,Karnataka,6744.5,450.0,140.9,25.441549295774646,5,Summer,Thursday,May,2013,2
2013-05-31,SR,Karnataka,6628.0,500.0,139.9,25.312394366197175,5,Summer,Friday,May,2013,2
2013-06-01,SR,Karnataka,6556.0,600.0,122.3,24.75957746478873,6,Monsoon,Saturday,June,2013,2
2013-06-02,SR,Karnataka,5929.0,400.0,117.4,24.57774647887324,6,Monsoon,Sunday,June,2013,2
2013-06-03,SR,Karnataka,6345.0,500.0,124.25,25.205845070422534,6,Monsoon,Monday,June,2013,2
2013-06-04,SR,Karnataka,6761.0,600.0,131.1,25.833943661971823,6,Monsoon,Tuesday,June,2013,2
2013-06-05,SR,Karnataka,6623.0,600.0,135.5,26.27,6,Monsoon,Wednesday,June,2013,2
2013-06-06,SR,Karnataka,6791.0,600.0,132.6,25.425915492957746,6,Monsoon,Thursday,June,2013,2
2013-06-07,SR,Karnataka,6539.0,600.0,134.9,24.756619718309864,6,Monsoon,Friday,June,2013,2
2013-06-08,SR,Karnataka,6428.0,600.0,130.9,24.283943661971833,6,Monsoon,Saturday,June,2013,2
2013-06-09,SR,Karnataka,5971.0,300.0,121.8,24.39239436619719,6,Monsoon,Sunday,June,2013,2
2013-06-10,SR,Karnataka,6803.0,600.0,136.7,24.682816901408447,6,Monsoon,Monday,June,2013,2
2013-06-11,SR,Karnataka,6801.0,500.0,138.6,25.03788732394367,6,Monsoon,Tuesday,June,2013,2
2013-06-12,SR,Karnataka,7009.0,600.0,137.7,25.373380281690153,6,Monsoon,Wednesday,June,2013,2
2013-06-13,SR,Karnataka,6691.0,450.0,135.7,24.912957746478863,6,Monsoon,Thursday,June,2013,2
2013-06-14,SR,Karnataka,6852.0,500.0,136.6,24.779577464788744,6,Monsoon,Friday,June,2013,2
2013-06-15,SR,Karnataka,6776.0,500.0,135.6,25.71859154929578,6,Monsoon,Saturday,June,2013,2
2013-06-16,SR,Karnataka,6155.0,600.0,127.0,25.837887323943658,6,Monsoon,Sunday,June,2013,2
2013-06-17,SR,Karnataka,6910.0,650.0,140.9,25.544507042253514,6,Monsoon,Monday,June,2013,2
2013-06-18,SR,Karnataka,7188.0,600.0,146.8,25.171549295774664,6,Monsoon,Tuesday,June,2013,2
2013-06-19,SR,Karnataka,7069.0,600.0,147.9,25.370845070422536,6,Monsoon,Wednesday,June,2013,2
2013-06-20,SR,Karnataka,7116.0,600.0,148.5,25.13816901408451,6,Monsoon,Thursday,June,2013,2
2013-06-21,SR,Karnataka,7224.0,600.0,151.2,25.07690140845071,6,Monsoon,Friday,June,2013,2
2013-06-22,SR,Karnataka,7175.0,600.0,148.6,24.687605633802818,6,Monsoon,Saturday,June,2013,2
2013-06-23,SR,Karnataka,6841.0,500.0,140.7,24.609577464788746,6,Monsoon,Sunday,June,2013,2
2013-06-24,SR,Karnataka,7438.0,500.0,145.9,25.24957746478872,6,Monsoon,Monday,June,2013,2
2013-06-25,SR,Karnataka,6929.0,600.0,141.3,25.477746478873232,6,Monsoon,Tuesday,June,2013,2
2013-06-26,SR,Karnataka,7048.0,600.0,142.7,25.726760563380285,6,Monsoon,Wednesday,June,2013,2
2013-06-27,SR,Karnataka,7116.0,600.0,143.9,25.37591549295775,6,Monsoon,Thursday,June,2013,2
2013-06-28,SR,Karnataka,7167.0,625.0,145.95,25.259014084507044,6,Monsoon,Friday,June,2013,2
2013-06-29,SR,Karnataka,7218.0,650.0,148.0,25.142112676056342,6,Monsoon,Saturday,June,2013,2
2013-06-30,SR,Karnataka,6746.0,600.0,140.8,24.37154929577465,6,Monsoon,Sunday,June,2013,2
2013-07-01,SR,Karnataka,7004.0,900.0,148.8,23.8769014084507,7,Monsoon,Monday,July,2013,3
2013-07-02,SR,Karnataka,7235.0,600.0,150.4,24.35295774647888,7,Monsoon,Tuesday,July,2013,3
2013-07-03,SR,Karnataka,7020.0,450.0,147.4,24.349718309859153,7,Monsoon,Wednesday,July,2013,3
2013-07-04,SR,Karnataka,7250.0,550.0,145.0,25.17788732394367,7,Monsoon,Thursday,July,2013,3
2013-07-05,SR,Karnataka,7100.0,800.0,150.0,25.29267605633803,7,Monsoon,Friday,July,2013,3
2013-07-06,SR,Karnataka,7011.0,600.0,149.0,24.824788732394364,7,Monsoon,Saturday,July,2013,3
2013-07-07,SR,Karnataka,6616.0,450.0,137.8,24.22887323943663,7,Monsoon,Sunday,July,2013,3
2013-07-08,SR,Karnataka,7107.0,500.0,144.5,24.36450704225352,7,Monsoon,Monday,July,2013,3
2013-07-09,SR,Karnataka,6818.0,500.0,148.1,24.374084507042255,7,Monsoon,Tuesday,July,2013,3
2013-07-10,SR,Karnataka,7314.0,600.0,147.1,23.95408450704225,7,Monsoon,Wednesday,July,2013,3
2013-07-11,SR,Karnataka,6878.0,700.0,140.5,23.857746478873242,7,Monsoon,Thursday,July,2013,3
2013-07-12,SR,Karnataka,6642.0,600.0,138.8,23.745492957746478,7,Monsoon,Friday,July,2013,3
2013-07-13,SR,Karnataka,6618.0,600.0,136.2,24.616619718309867,7,Monsoon,Saturday,July,2013,3
2013-07-14,SR,Karnataka,6384.0,550.0,130.3,24.676478873239436,7,Monsoon,Sunday,July,2013,3
2013-07-15,SR,Karnataka,6998.0,500.0,141.9,24.925492957746485,7,Monsoon,Monday,July,2013,3
2013-07-16,SR,Karnataka,6918.0,500.0,141.1,24.412253521126768,7,Monsoon,Tuesday,July,2013,3
2013-07-17,SR,Karnataka,6956.0,600.0,141.4,24.522957746478884,7,Monsoon,Wednesday,July,2013,3
2013-07-18,SR,Karnataka,6777.0,600.0,138.6,24.43281690140845,7,Monsoon,Thursday,July,2013,3
2013-07-19,SR,Karnataka,6745.0,600.0,137.0,23.86788732394367,7,Monsoon,Friday,July,2013,3
2013-07-20,SR,Karnataka,6736.0,600.0,132.5,23.806197183098593,7,Monsoon,Saturday,July,2013,3
2013-07-21,SR,Karnataka,6253.0,300.0,124.5,23.759295774647885,7,Monsoon,Sunday,July,2013,3
2013-07-22,SR,Karnataka,6753.0,400.0,136.5,23.80098591549295,7,Monsoon,Monday,July,2013,3
2013-07-23,SR,Karnataka,6609.0,400.0,129.8,23.73112676056338,7,Monsoon,Tuesday,July,2013,3
2013-07-24,SR,Karnataka,6613.0,300.0,131.5,24.153380281690133,7,Monsoon,Wednesday,July,2013,3
2013-07-25,SR,Karnataka,7078.0,500.0,136.3,24.25774647887324,7,Monsoon,Thursday,July,2013,3
2013-07-26,SR,Karnataka,6640.0,700.0,135.0,24.025774647887324,7,Monsoon,Friday,July,2013,3
2013-07-27,SR,Karnataka,6343.5,600.0,129.5,24.22725352112677,7,Monsoon,Saturday,July,2013,3
2013-07-28,SR,Karnataka,6047.0,500.0,124.0,24.42873239436621,7,Monsoon,Sunday,July,2013,3
2013-07-29,SR,Karnataka,6489.0,850.0,134.9,23.97971830985916,7,Monsoon,Monday,July,2013,3
2013-07-30,SR,Karnataka,6622.0,600.0,137.4,24.388873239436627,7,Monsoon,Tuesday,July,2013,3
2013-07-31,SR,Karnataka,6573.0,400.0,137.5,24.19056338028169,7,Monsoon,Wednesday,July,2013,3
2013-08-01,SR,Karnataka,6701.0,450.0,137.2,24.804225352112674,8,Monsoon,Thursday,August,2013,3
2013-08-02,SR,Karnataka,6626.0,700.0,140.8,24.73422535211267,8,Monsoon,Friday,August,2013,3
2013-08-03,SR,Karnataka,6572.0,500.0,140.6,24.283098591549287,8,Monsoon,Saturday,August,2013,3
2013-08-04,SR,Karnataka,6254.0,500.0,131.4,24.763661971830988,8,Monsoon,Sunday,August,2013,3
2013-08-05,SR,Karnataka,6544.0,850.0,138.2,23.861830985915486,8,Monsoon,Monday,August,2013,3
2013-08-06,SR,Karnataka,6750.0,800.0,143.0,23.903943661971827,8,Monsoon,Tuesday,August,2013,3
2013-08-07,SR,Karnataka,6810.0,1000.0,145.5,24.785915492957738,8,Monsoon,Wednesday,August,2013,3
2013-08-08,SR,Karnataka,6738.0,1100.0,147.4,24.691830985915495,8,Monsoon,Thursday,August,2013,3
2013-08-09,SR,Karnataka,6666.0,900.0,146.3,24.32788732394366,8,Monsoon,Friday,August,2013,3
2013-08-10,SR,Karnataka,6423.0,500.0,143.8,24.4012676056338,8,Monsoon,Saturday,August,2013,3
2013-08-11,SR,Karnataka,6511.0,550.0,139.2,24.47267605633803,8,Monsoon,Sunday,August,2013,3
2013-08-12,SR,Karnataka,6707.0,1000.0,144.0,24.318169014084507,8,Monsoon,Monday,August,2013,3
2013-08-13,SR,Karnataka,6740.0,1100.0,145.65,24.112323943661973,8,Monsoon,Tuesday,August,2013,3
2013-08-14,SR,Karnataka,6773.0,1200.0,147.3,23.90647887323944,8,Monsoon,Wednesday,August,2013,3
2013-08-15,SR,Karnataka,7094.0,600.0,145.5,23.730845070422536,8,Monsoon,Thursday,August,2013,3
2013-08-16,SR,Karnataka,6963.0,600.0,141.5,23.690985915492956,8,Monsoon,Friday,August,2013,3
2013-08-17,SR,Karnataka,6779.0,300.0,139.8,24.00830985915493,8,Monsoon,Saturday,August,2013,3
2013-08-18,SR,Karnataka,6528.0,400.0,137.2,24.117887323943656,8,Monsoon,Sunday,August,2013,3
2013-08-19,SR,Karnataka,7063.0,300.0,139.8,24.391690140845068,8,Monsoon,Monday,August,2013,3
2013-08-20,SR,Karnataka,7267.0,250.0,148.6,24.71154929577465,8,Monsoon,Tuesday,August,2013,3
2013-08-21,SR,Karnataka,7327.0,350.0,153.4,24.654788732394366,8,Monsoon,Wednesday,August,2013,3
2013-08-22,SR,Karnataka,7549.0,300.0,155.4,24.6212676056338,8,Monsoon,Thursday,August,2013,3
2013-08-23,SR,Karnataka,7550.0,300.0,156.4,24.751126760563373,8,Monsoon,Friday,August,2013,3
2013-08-24,SR,Karnataka,7619.0,300.0,155.1,24.89070422535212,8,Monsoon,Saturday,August,2013,3
2013-08-25,SR,Karnataka,7090.0,400.0,147.7,24.766338028169013,8,Monsoon,Sunday,August,2013,3
2013-08-26,SR,Karnataka,7886.0,500.0,161.8,25.072253521126775,8,Monsoon,Monday,August,2013,3
2013-08-27,SR,Karnataka,7705.0,600.0,164.6,25.32901408450705,8,Monsoon,Tuesday,August,2013,3
2013-08-28,SR,Karnataka,7790.0,500.0,167.03333333333333,25.48446009389672,8,Monsoon,Wednesday,August,2013,3
2013-08-29,SR,Karnataka,7875.0,400.0,169.46666666666667,25.639906103286382,8,Monsoon,Thursday,August,2013,3
2013-08-30,SR,Karnataka,7960.0,300.0,171.9,25.79535211267605,8,Monsoon,Friday,August,2013,3
2013-08-31,SR,Karnataka,7712.0,300.0,166.1,25.71394366197182,8,Monsoon,Saturday,August,2013,3
2013-09-01,SR,Karnataka,7012.0,350.0,150.0,25.683943661971835,9,Monsoon,Sunday,September,2013,3
2013-09-02,SR,Karnataka,7254.0,300.0,150.5,25.05338028169014,9,Monsoon,Monday,September,2013,3
2013-09-03,SR,Karnataka,6942.0,400.0,144.2,23.766478873239436,9,Monsoon,Tuesday,September,2013,3
2013-09-04,SR,Karnataka,7116.0,400.0,145.8,23.141690140845075,9,Monsoon,Wednesday,September,2013,3
2013-09-05,SR,Karnataka,7109.0,450.0,148.9,23.869014084507043,9,Monsoon,Thursday,September,2013,3
2013-09-06,SR,Karnataka,7338.0,450.0,151.0,23.96873239436619,9,Monsoon,Friday,September,2013,3
2013-09-07,SR,Karnataka,7100.0,300.0,146.0,23.671126760563382,9,Monsoon,Saturday,September,2013,3
2013-09-08,SR,Karnataka,6260.0,300.0,130.0,23.590422535211275,9,Monsoon,Sunday,September,2013,3
2013-09-09,SR,Karnataka,5999.0,400.0,119.1,23.465774647887326,9,Monsoon,Monday,September,2013,3
2013-09-10,SR,Karnataka,6448.0,300.0,124.2,23.08535211267605,9,Monsoon,Tuesday,September,2013,3
2013-09-11,SR,Karnataka,6382.0,300.0,126.1,23.454788732394363,9,Monsoon,Wednesday,September,2013,3
2013-09-12,SR,Karnataka,6427.0,0.0,126.1,23.828873239436625,9,Monsoon,Thursday,September,2013,3
2013-09-13,SR,Karnataka,6377.0,300.0,124.7,24.52056338028169,9,Monsoon,Friday,September,2013,3
2013-09-14,SR,Karnataka,6067.0,300.0,119.05000000000001,24.570281690140845,9,Monsoon,Saturday,September,2013,3
2013-09-15,SR,Karnataka,5757.0,300.0,113.4,24.62,9,Monsoon,Sunday,September,2013,3
2013-09-16,SR,Karnataka,6451.0,300.0,124.6,24.249999999999996,9,Monsoon,Monday,September,2013,3
2013-09-17,SR,Karnataka,6415.0,300.0,126.8,24.093943661971828,9,Monsoon,Tuesday,September,2013,3
2013-09-18,SR,Karnataka,6436.0,300.0,127.3,23.7774647887324,9,Monsoon,Wednesday,September,2013,3
2013-09-19,SR,Karnataka,6347.0,300.0,125.0,23.73521126760563,9,Monsoon,Thursday,September,2013,3
2013-09-20,SR,Karnataka,6290.5,300.0,124.0,23.783802816901407,9,Monsoon,Friday,September,2013,3
2013-09-21,SR,Karnataka,6234.0,300.0,123.0,23.832394366197178,9,Monsoon,Saturday,September,2013,3
2013-09-22,SR,Karnataka,5695.0,250.0,116.5,23.917746478873237,9,Monsoon,Sunday,September,2013,3
2013-09-23,SR,Karnataka,6317.0,275.0,128.1,23.87450704225352,9,Monsoon,Monday,September,2013,3
2013-09-24,SR,Karnataka,6939.0,300.0,139.7,23.8312676056338,9,Monsoon,Tuesday,September,2013,3
2013-09-25,SR,Karnataka,7196.0,300.0,147.8,24.26211267605634,9,Monsoon,Wednesday,September,2013,3
2013-09-26,SR,Karnataka,7522.0,0.0,152.6,24.57253521126761,9,Monsoon,Thursday,September,2013,3
2013-09-27,SR,Karnataka,7598.0,500.0,156.7,24.625915492957752,9,Monsoon,Friday,September,2013,3
2013-09-28,SR,Karnataka,7743.0,300.0,156.6,24.245070422535218,9,Monsoon,Saturday,September,2013,3
2013-09-29,SR,Karnataka,7401.0,300.0,149.4,23.75140845070422,9,Monsoon,Sunday,September,2013,3
2013-09-30,SR,Karnataka,7505.0,300.0,157.9,23.952676056338028,9,Monsoon,Monday,September,2013,3
2013-10-01,SR,Karnataka,7745.0,300.0,158.4,24.099577464788727,10,Post-Monsoon,Tuesday,October,2013,4
2013-10-02,SR,Karnataka,6975.0,300.0,147.8,23.906901408450718,10,Post-Monsoon,Wednesday,October,2013,4
2013-10-03,SR,Karnataka,7661.0,300.0,155.5,23.516619718309858,10,Post-Monsoon,Thursday,October,2013,4
2013-10-04,SR,Karnataka,7955.0,300.0,160.3,23.565211267605637,10,Post-Monsoon,Friday,October,2013,4
2013-10-05,SR,Karnataka,7641.0,350.0,158.1,23.301408450704223,10,Post-Monsoon,Saturday,October,2013,4
2013-10-06,SR,Karnataka,6929.0,400.0,148.5,24.422535211267608,10,Post-Monsoon,Sunday,October,2013,4
2013-10-07,SR,Karnataka,7628.0,300.0,160.4,24.75887323943661,10,Post-Monsoon,Monday,October,2013,4
2013-10-08,SR,Karnataka,7694.0,350.0,158.6,24.079154929577474,10,Post-Monsoon,Tuesday,October,2013,4
2013-10-09,SR,Karnataka,7793.0,300.0,157.6,23.96478873239437,10,Post-Monsoon,Wednesday,October,2013,4
2013-10-10,SR,Karnataka,7916.0,300.0,159.8,24.158591549295767,10,Post-Monsoon,Thursday,October,2013,4
2013-10-11,SR,Karnataka,7957.0,350.0,164.8,24.003098591549296,10,Post-Monsoon,Friday,October,2013,4
2013-10-12,SR,Karnataka,7711.0,350.0,158.7,23.75535211267605,10,Post-Monsoon,Saturday,October,2013,4
2013-10-13,SR,Karnataka,7636.0,400.0,151.9,24.400845070422534,10,Post-Monsoon,Sunday,October,2013,4
2013-10-14,SR,Karnataka,7248.0,500.0,150.8,24.84676056338029,10,Post-Monsoon,Monday,October,2013,4
2013-10-15,SR,Karnataka,7285.5,400.0,153.10000000000002,24.948169014084513,10,Post-Monsoon,Tuesday,October,2013,4
2013-10-16,SR,Karnataka,7323.0,300.0,155.4,25.049577464788733,10,Post-Monsoon,Wednesday,October,2013,4
2013-10-17,SR,Karnataka,7378.0,600.0,155.2,24.82436619718309,10,Post-Monsoon,Thursday,October,2013,4
2013-10-18,SR,Karnataka,7398.0,600.0,157.5,24.517183098591538,10,Post-Monsoon,Friday,October,2013,4
2013-10-19,SR,Karnataka,7491.0,600.0,156.2,24.628591549295773,10,Post-Monsoon,Saturday,October,2013,4
2013-10-20,SR,Karnataka,7049.0,300.0,145.2,23.805211267605625,10,Post-Monsoon,Sunday,October,2013,4
2013-10-21,SR,Karnataka,7434.0,500.0,151.2,23.688028169014085,10,Post-Monsoon,Monday,October,2013,4
2013-10-22,SR,Karnataka,7300.0,400.0,146.0,23.713661971830987,10,Post-Monsoon,Tuesday,October,2013,4
2013-10-23,SR,Karnataka,6960.0,300.0,138.1,24.19901408450703,10,Post-Monsoon,Wednesday,October,2013,4
2013-10-24,SR,Karnataka,6747.0,300.0,133.8,23.93239436619718,10,Post-Monsoon,Thursday,October,2013,4
2013-10-25,SR,Karnataka,6516.0,300.0,132.9,23.986619718309868,10,Post-Monsoon,Friday,October,2013,4
2013-10-26,SR,Karnataka,6410.0,300.0,127.5,24.14943661971831,10,Post-Monsoon,Saturday,October,2013,4
2013-10-27,SR,Karnataka,6019.0,300.0,121.4,23.786901408450714,10,Post-Monsoon,Sunday,October,2013,4
2013-10-28,SR,Karnataka,7040.0,350.0,134.1,23.679014084507035,10,Post-Monsoon,Monday,October,2013,4
2013-10-29,SR,Karnataka,7132.0,400.0,140.8,24.03394366197183,10,Post-Monsoon,Tuesday,October,2013,4
2013-10-30,SR,Karnataka,7270.0,400.0,143.8,23.354507042253516,10,Post-Monsoon,Wednesday,October,2013,4
2013-10-31,SR,Karnataka,7483.0,300.0,150.8,23.579436619718305,10,Post-Monsoon,Thursday,October,2013,4
2013-11-01,SR,Karnataka,7007.0,300.0,144.4,24.088309859154933,11,Post-Monsoon,Friday,November,2013,4
2013-11-02,SR,Karnataka,7302.0,300.0,144.5,24.479999999999993,11,Post-Monsoon,Saturday,November,2013,4
2013-11-03,SR,Karnataka,6641.0,300.0,136.3,23.926478873239432,11,Post-Monsoon,Sunday,November,2013,4
2013-11-04,SR,Karnataka,6642.0,400.0,137.0,23.8730985915493,11,Post-Monsoon,Monday,November,2013,4
2013-11-05,SR,Karnataka,7467.0,300.0,151.5,23.560281690140844,11,Post-Monsoon,Tuesday,November,2013,4
2013-11-06,SR,Karnataka,7814.0,400.0,159.5,23.522676056338025,11,Post-Monsoon,Wednesday,November,2013,4
2013-11-07,SR,Karnataka,7935.0,500.0,164.8,23.252535211267617,11,Post-Monsoon,Thursday,November,2013,4
2013-11-08,SR,Karnataka,7968.0,500.0,168.6,23.028873239436617,11,Post-Monsoon,Friday,November,2013,4
2013-11-09,SR,Karnataka,8157.0,500.0,168.0,22.20661971830985,11,Post-Monsoon,Saturday,November,2013,4
2013-11-10,SR,Karnataka,7913.0,400.0,161.1,22.450140845070422,11,Post-Monsoon,Sunday,November,2013,4
2013-11-11,SR,Karnataka,8041.0,600.0,168.9,22.71633802816901,11,Post-Monsoon,Monday,November,2013,4
2013-11-12,SR,Karnataka,7975.0,450.0,172.6,22.55169014084508,11,Post-Monsoon,Tuesday,November,2013,4
2013-11-13,SR,Karnataka,7986.0,700.0,171.7,22.22732394366197,11,Post-Monsoon,Wednesday,November,2013,4
2013-11-14,SR,Karnataka,8004.0,600.0,172.4,22.193380281690146,11,Post-Monsoon,Thursday,November,2013,4
2013-11-15,SR,Karnataka,8167.0,300.0,172.5,21.282816901408445,11,Post-Monsoon,Friday,November,2013,4
2013-11-16,SR,Karnataka,8082.0,300.0,166.4,21.672816901408446,11,Post-Monsoon,Saturday,November,2013,4
2013-11-17,SR,Karnataka,7264.0,300.0,150.2,22.849436619718308,11,Post-Monsoon,Sunday,November,2013,4
2013-11-18,SR,Karnataka,7894.0,350.0,162.0,23.091408450704215,11,Post-Monsoon,Monday,November,2013,4
2013-11-19,SR,Karnataka,7760.0,450.0,164.7,23.675352112676066,11,Post-Monsoon,Tuesday,November,2013,4
2013-11-20,SR,Karnataka,7907.0,600.0,168.4,23.319718309859155,11,Post-Monsoon,Wednesday,November,2013,4
2013-11-21,SR,Karnataka,7761.0,650.0,166.8,23.324225352112684,11,Post-Monsoon,Thursday,November,2013,4
2013-11-22,SR,Karnataka,7989.0,500.0,172.0,23.509014084507037,11,Post-Monsoon,Friday,November,2013,4
2013-11-23,SR,Karnataka,8080.0,450.0,169.6,23.71042253521128,11,Post-Monsoon,Saturday,November,2013,4
2013-11-24,SR,Karnataka,7102.0,400.0,152.9,23.959436619718304,11,Post-Monsoon,Sunday,November,2013,4
2013-11-25,SR,Karnataka,8113.0,350.0,163.9,24.337746478873242,11,Post-Monsoon,Monday,November,2013,4
2013-11-26,SR,Karnataka,8101.0,300.0,166.3,24.46014084507042,11,Post-Monsoon,Tuesday,November,2013,4
2013-11-27,SR,Karnataka,8066.0,400.0,166.9,23.515774647887326,11,Post-Monsoon,Wednesday,November,2013,4
