Region,States,Max.Demand Met during the day(MW),Shortage during maximum Demand(MW),Energy Met (MU),date,DayName,MonthName,Year,Quarter,Month,Season,temp_avg_karnataka
SR,Karnataka,8163,400.0,170.6,2015-05-04,Monday,May,2015,2,5,Spring,29.146666666666672
SR,Karnataka,8393,300.0,172.8,2015-05-05,Tuesday,May,2015,2,5,Spring,28.58013888888889
SR,Karnataka,7980,300.0,170.6,2015-05-06,Wednesday,May,2015,2,5,Spring,28.68013888888889
SR,Karnataka,8010,400.0,174.7,2015-05-07,Thursday,May,2015,2,5,Spring,28.278333333333347
SR,Karnataka,8206,400.0,179.3,2015-05-08,Friday,May,2015,2,5,Spring,28.23847222222222
SR,Karnataka,7900,300.0,172.1,2015-05-09,Saturday,May,2015,2,5,Spring,28.15666666666667
SR,Karnataka,7613,300.0,164.1,2015-05-10,Sunday,May,2015,2,5,Spring,27.738888888888887
SR,Karnataka,8283,400.0,174.6,2015-05-11,Monday,May,2015,2,5,Spring,27.70277777777779
SR,Karnataka,7898,400.0,170.2,2015-05-12,Tuesday,May,2015,2,5,Spring,27.951805555555566
SR,Karnataka,7626,300.0,164.6,2015-05-13,Wednesday,May,2015,2,5,Spring,26.99013888888889
SR,Karnataka,7765,300.0,163.8,2015-05-14,Thursday,May,2015,2,5,Spring,28.00625
SR,Karnataka,7811,350.0,166.2,2015-05-15,Friday,May,2015,2,5,Spring,27.302638888888886
SR,Karnataka,7148,350.0,150.5,2015-05-16,Saturday,May,2015,2,5,Spring,27.136388888888888
SR,Karnataka,6196,200.0,137.4,2015-05-17,Sunday,May,2015,2,5,Spring,27.232638888888882
SR,Karnataka,6940,200.0,145.4,2015-05-18,Monday,May,2015,2,5,Spring,27.242500000000017
SR,Karnataka,6914,300.0,147.0,2015-05-19,Tuesday,May,2015,2,5,Spring,27.74083333333334
SR,Karnataka,7822,400.0,155.0,2015-05-20,Wednesday,May,2015,2,5,Spring,28.56583333333333
SR,Karnataka,7839,300.0,163.8,2015-05-21,Thursday,May,2015,2,5,Spring,28.566111111111113
SR,Karnataka,8122,300.0,173.2,2015-05-22,Friday,May,2015,2,5,Spring,27.539861111111104
SR,Karnataka,7874,400.0,172.1,2015-05-23,Saturday,May,2015,2,5,Spring,26.955138888888897
SR,Karnataka,7579,300.0,164.4,2015-05-24,Sunday,May,2015,2,5,Spring,28.091666666666665
SR,Karnataka,8390,300.0,181.5,2015-05-25,Monday,May,2015,2,5,Spring,28.563472222222224
SR,Karnataka,8597,400.0,190.5,2015-05-26,Tuesday,May,2015,2,5,Spring,28.948055555555552
SR,Karnataka,8746,400.0,185.0,2015-05-27,Wednesday,May,2015,2,5,Spring,28.395555555555564
SR,Karnataka,8102,400.0,162.7,2015-05-28,Thursday,May,2015,2,5,Spring,26.90930555555556
SR,Karnataka,8291,300.0,162.0,2015-05-29,Friday,May,2015,2,5,Spring,27.731944444444437
SR,Karnataka,7596,300.0,141.8,2015-05-30,Saturday,May,2015,2,5,Spring,27.731250000000006
SR,Karnataka,6464,350.0,136.5,2015-06-01,Monday,June,2015,2,6,Summer,26.85666666666667
SR,Karnataka,7203,350.0,133.9,2015-06-01,Monday,June,2015,2,6,Summer,26.85666666666667
SR,Karnataka,6950,300.0,145.2,2015-06-03,Wednesday,June,2015,2,6,Summer,27.120416666666667
SR,Karnataka,7494,300.0,150.5,2015-06-04,Thursday,June,2015,2,6,Summer,26.997638888888886
SR,Karnataka,7027,350.0,150.5,2015-06-05,Friday,June,2015,2,6,Summer,26.453333333333333
SR,Karnataka,7390,400.0,150.4,2015-06-06,Saturday,June,2015,2,6,Summer,26.63680555555556
SR,Karnataka,7591,300.0,153.2,2015-06-07,Sunday,June,2015,2,6,Summer,27.160972222222227
SR,Karnataka,6874,300.0,143.9,2015-06-08,Monday,June,2015,2,6,Summer,26.173333333333325
SR,Karnataka,7311,350.0,159.1,2015-06-09,Tuesday,June,2015,2,6,Summer,25.2825
SR,Karnataka,7602,0.0,160.2,2015-06-10,Wednesday,June,2015,2,6,Summer,26.113888888888894
SR,Karnataka,7870,330.0,161.4,2015-06-10,Wednesday,June,2015,2,6,Summer,26.113888888888894
SR,Karnataka,7800,300.0,167.0,2015-06-11,Thursday,June,2015,2,6,Summer,26.394305555555555
SR,Karnataka,7643,300.0,164.6,2015-06-12,Friday,June,2015,2,6,Summer,25.150555555555556
SR,Karnataka,7539,0.0,159.4,2015-06-13,Saturday,June,2015,2,6,Summer,25.532361111111115
SR,Karnataka,6971,300.0,145.4,2015-06-14,Sunday,June,2015,2,6,Summer,24.797361111111115
SR,Karnataka,7357,300.0,153.1,2015-06-15,Monday,June,2015,2,6,Summer,24.84472222222221
SR,Karnataka,7601,400.0,157.5,2015-06-16,Tuesday,June,2015,2,6,Summer,24.28680555555556
SR,Karnataka,7639,400.0,156.6,2015-06-17,Wednesday,June,2015,2,6,Summer,24.553750000000008
SR,Karnataka,7421,200.0,153.9,2015-06-18,Thursday,June,2015,2,6,Summer,24.33305555555556
SR,Karnataka,7300,0.0,148.0,2015-06-19,Friday,June,2015,2,6,Summer,24.68708333333334
SR,Karnataka,6891,300.0,138.5,2015-06-20,Saturday,June,2015,2,6,Summer,25.51388888888889
SR,Karnataka,6286,300.0,124.6,2015-06-21,Sunday,June,2015,2,6,Summer,25.42347222222222
SR,Karnataka,7243,300.0,138.0,2015-06-22,Monday,June,2015,2,6,Summer,25.74930555555556
SR,Karnataka,7022,400.0,141.2,2015-06-23,Tuesday,June,2015,2,6,Summer,26.281249999999996
SR,Karnataka,7354,400.0,144.4,2015-06-24,Wednesday,June,2015,2,6,Summer,26.183055555555555
SR,Karnataka,7744,300.0,152.4,2015-06-25,Thursday,June,2015,2,6,Summer,26.404722222222222
SR,Karnataka,7608,300.0,157.8,2015-06-26,Friday,June,2015,2,6,Summer,26.23611111111111
SR,Karnataka,7471,0.0,154.3,2015-06-27,Saturday,June,2015,2,6,Summer,26.22486111111111
SR,Karnataka,7325,400.0,151.6,2015-06-28,Sunday,June,2015,2,6,Summer,26.1736111111111
SR,Karnataka,7946,300.0,165.8,2015-06-29,Monday,June,2015,2,6,Summer,26.46805555555556
SR,Karnataka,8235,400.0,168.0,2015-06-30,Tuesday,June,2015,2,6,Summer,26.227361111111122
SR,Karnataka,8006,800.0,170.1,2015-07-01,Wednesday,July,2015,3,7,Summer,26.187916666666673
SR,Karnataka,7802,400.0,171.9,2015-07-02,Thursday,July,2015,3,7,Summer,26.349166666666658
SR,Karnataka,8029,371.0,172.6,2015-07-04,Saturday,July,2015,3,7,Summer,26.775000000000006
SR,Karnataka,7790,350.0,165.4,2015-07-05,Sunday,July,2015,3,7,Summer,26.90777777777778
SR,Karnataka,8584,500.0,177.1,2015-07-06,Monday,July,2015,3,7,Summer,26.421805555555558
SR,Karnataka,9049,600.0,181.7,2015-07-07,Tuesday,July,2015,3,7,Summer,26.386388888888877
SR,Karnataka,8064,1000.0,180.9,2015-07-08,Wednesday,July,2015,3,7,Summer,26.371944444444445
SR,Karnataka,8065,400.0,179.6,2015-07-09,Thursday,July,2015,3,7,Summer,26.547916666666662
SR,Karnataka,8266,600.0,178.8,2015-07-10,Friday,July,2015,3,7,Summer,26.149861111111107
SR,Karnataka,8264,500.0,175.2,2015-07-11,Saturday,July,2015,3,7,Summer,25.881111111111117
SR,Karnataka,8925,400.0,188.6,2015-07-14,Tuesday,July,2015,3,7,Summer,26.40319444444444
SR,Karnataka,9115,600.0,187.3,2015-07-15,Wednesday,July,2015,3,7,Summer,25.73944444444445
SR,Karnataka,8531,400.0,186.7,2015-07-16,Thursday,July,2015,3,7,Summer,25.964027777777773
SR,Karnataka,8705,400.0,184.3,2015-07-17,Friday,July,2015,3,7,Summer,26.003194444444446
SR,Karnataka,8311,600.0,173.4,2015-07-18,Saturday,July,2015,3,7,Summer,25.87347222222223
SR,Karnataka,7710,0.0,161.5,2015-07-19,Sunday,July,2015,3,7,Summer,25.346944444444446
SR,Karnataka,7393,0.0,151.4,2015-07-19,Sunday,July,2015,3,7,Summer,25.346944444444446
SR,Karnataka,8229,300.0,164.3,2015-07-21,Tuesday,July,2015,3,7,Summer,25.6186111111111
SR,Karnataka,8618,300.0,169.8,2015-07-22,Wednesday,July,2015,3,7,Summer,25.739722222222216
SR,Karnataka,8294,300.0,170.4,2015-07-23,Thursday,July,2015,3,7,Summer,25.586805555555568
SR,Karnataka,8564,400.0,175.6,2015-07-24,Friday,July,2015,3,7,Summer,25.586944444444455
SR,Karnataka,8498,400.0,172.7,2015-07-25,Saturday,July,2015,3,7,Summer,24.57458333333333
SR,Karnataka,7783,400.0,159.9,2015-07-26,Sunday,July,2015,3,7,Summer,24.538333333333334
SR,Karnataka,8859,600.0,173.3,2015-07-27,Monday,July,2015,3,7,Summer,25.240694444444443
SR,Karnataka,8525,300.0,178.7,2015-07-28,Tuesday,July,2015,3,7,Summer,25.310555555555553
SR,Karnataka,8305,500.0,181.9,2015-07-29,Wednesday,July,2015,3,7,Summer,25.969861111111115
SR,Karnataka,8388,500.0,181.4,2015-07-30,Thursday,July,2015,3,7,Summer,26.060277777777774
SR,Karnataka,7741,1250.0,174.9,2015-07-31,Friday,July,2015,3,7,Summer,25.73458333333333
SR,Karnataka,7525,500.0,167.8,2015-08-01,Saturday,August,2015,3,8,Summer,25.316805555555558
SR,Karnataka,7457,400.0,160.9,2015-08-02,Sunday,August,2015,3,8,Summer,25.575138888888883
SR,Karnataka,8057,1000.0,175.0,2015-08-03,Monday,August,2015,3,8,Summer,25.511805555555554
SR,Karnataka,8922,900.0,176.9,2015-08-04,Tuesday,August,2015,3,8,Summer,25.618472222222223
SR,Karnataka,8093,300.0,173.5,2015-08-05,Wednesday,August,2015,3,8,Summer,25.317638888888887
SR,Karnataka,8208,300.0,167.4,2015-08-06,Thursday,August,2015,3,8,Summer,25.784722222222214
SR,Karnataka,8011,800.0,174.8,2015-08-07,Friday,August,2015,3,8,Summer,26.081527777777776
SR,Karnataka,8151,600.0,174.3,2015-08-08,Saturday,August,2015,3,8,Summer,25.431666666666672
SR,Karnataka,7682,400.0,166.6,2015-08-09,Sunday,August,2015,3,8,Summer,25.883611111111108
SR,Karnataka,7729,1000.0,171.0,2015-08-10,Monday,August,2015,3,8,Summer,25.54277777777778
SR,Karnataka,8638,1000.0,166.2,2015-08-11,Tuesday,August,2015,3,8,Summer,25.13944444444444
SR,Karnataka,8576,1500.0,161.7,2015-08-12,Wednesday,August,2015,3,8,Summer,25.139722222222215
SR,Karnataka,7370,1300.0,161.9,2015-08-13,Thursday,August,2015,3,8,Summer,25.542638888888895
SR,Karnataka,7017,1446.0,159.9,2015-08-14,Friday,August,2015,3,8,Summer,26.29291666666667
SR,Karnataka,7116,1000.0,159.8,2015-08-15,Saturday,August,2015,3,8,Summer,26.416388888888893
SR,Karnataka,7079,1000.0,159.5,2015-08-16,Sunday,August,2015,3,8,Summer,25.619305555555556
SR,Karnataka,7011,1000.0,155.6,2015-08-17,Monday,August,2015,3,8,Summer,25.265972222222224
SR,Karnataka,7037,1000.0,154.5,2015-08-18,Tuesday,August,2015,3,8,Summer,26.239027777777775
SR,Karnataka,6920,1400.0,150.3,2015-08-19,Wednesday,August,2015,3,8,Summer,26.690694444444446
SR,Karnataka,6697,1300.0,152.3,2015-08-20,Thursday,August,2015,3,8,Summer,25.585416666666653
SR,Karnataka,6736,950.0,152.1,2015-08-21,Friday,August,2015,3,8,Summer,24.959027777777784
SR,Karnataka,6786,600.0,147.9,2015-08-22,Saturday,August,2015,3,8,Summer,24.894444444444435
SR,Karnataka,7011,400.0,147.6,2015-08-23,Sunday,August,2015,3,8,Summer,24.86277777777778
SR,Karnataka,7197,800.0,157.6,2015-08-24,Monday,August,2015,3,8,Summer,24.866666666666664
SR,Karnataka,7208,1150.0,161.8,2015-08-25,Tuesday,August,2015,3,8,Summer,25.372638888888886
SR,Karnataka,6945,500.0,159.2,2015-08-26,Wednesday,August,2015,3,8,Summer,25.46625000000001
SR,Karnataka,7223,0.0,155.1,2015-08-27,Thursday,August,2015,3,8,Summer,25.1001388888889
SR,Karnataka,7434,1300.0,161.9,2015-08-28,Friday,August,2015,3,8,Summer,25.520833333333332
SR,Karnataka,7137,1000.0,160.2,2015-08-29,Saturday,August,2015,3,8,Summer,25.864722222222216
SR,Karnataka,7095,1000.0,153.7,2015-08-30,Sunday,August,2015,3,8,Summer,26.011666666666667
SR,Karnataka,7385,1000.0,161.5,2015-08-31,Monday,August,2015,3,8,Summer,25.899722222222227
SR,Karnataka,7187,2000.0,163.1,2015-09-01,Tuesday,September,2015,3,9,Autumn,25.728333333333335
SR,Karnataka,6967,1000.0,159.0,2015-09-02,Wednesday,September,2015,3,9,Autumn,25.890972222222217
SR,Karnataka,6921,1500.0,157.9,2015-09-03,Thursday,September,2015,3,9,Autumn,26.14055555555555
SR,Karnataka,6735,1500.0,151.0,2015-09-04,Friday,September,2015,3,9,Autumn,26.091111111111115
SR,Karnataka,6358,2200.0,145.3,2015-09-05,Saturday,September,2015,3,9,Autumn,26.021666666666682
SR,Karnataka,6288,500.0,137.3,2015-09-06,Sunday,September,2015,3,9,Autumn,24.71999999999999
SR,Karnataka,6200,1800.0,132.9,2015-09-07,Monday,September,2015,3,9,Autumn,23.863055555555558
SR,Karnataka,6316,2000.0,132.9,2015-09-08,Tuesday,September,2015,3,9,Autumn,24.194861111111113
SR,Karnataka,6184,2000.0,130.6,2015-09-09,Wednesday,September,2015,3,9,Autumn,24.2538888888889
SR,Karnataka,6207,1500.0,133.0,2015-09-09,Wednesday,September,2015,3,9,Autumn,24.2538888888889
SR,Karnataka,6120,1800.0,128.0,2015-09-09,Wednesday,September,2015,3,9,Autumn,24.2538888888889
SR,Karnataka,6254,1500.0,140.6,2015-09-12,Saturday,September,2015,3,9,Autumn,24.779861111111114
SR,Karnataka,6430,1220.0,141.4,2015-09-13,Sunday,September,2015,3,9,Autumn,24.989166666666677
SR,Karnataka,6923,600.0,151.9,2015-09-14,Monday,September,2015,3,9,Autumn,24.676944444444434
SR,Karnataka,7144,800.0,155.2,2015-09-15,Tuesday,September,2015,3,9,Autumn,24.50944444444444
SR,Karnataka,7303,1000.0,159.0,2015-09-16,Wednesday,September,2015,3,9,Autumn,24.415277777777785
SR,Karnataka,6925,1000.0,148.2,2015-09-17,Thursday,September,2015,3,9,Autumn,24.579722222222234
SR,Karnataka,7143,700.0,149.6,2015-09-18,Friday,September,2015,3,9,Autumn,25.66208333333333
SR,Karnataka,7018,800.0,154.0,2015-09-18,Friday,September,2015,3,9,Autumn,25.66208333333333
SR,Karnataka,6541,800.0,146.7,2015-09-20,Sunday,September,2015,3,9,Autumn,25.170694444444436
SR,Karnataka,6883,1800.0,154.0,2015-09-21,Monday,September,2015,3,9,Autumn,24.967222222222226
SR,Karnataka,6852,1200.0,155.2,2015-09-22,Tuesday,September,2015,3,9,Autumn,25.479444444444447
SR,Karnataka,6886,1800.0,153.2,2015-09-23,Wednesday,September,2015,3,9,Autumn,25.535555555555554
SR,Karnataka,7016,1600.0,153.4,2015-09-24,Thursday,September,2015,3,9,Autumn,25.946111111111108
SR,Karnataka,7241,1000.0,152.1,2015-09-25,Friday,September,2015,3,9,Autumn,26.142499999999995
SR,Karnataka,6858,1100.0,142.9,2015-09-26,Saturday,September,2015,3,9,Autumn,25.315833333333327
SR,Karnataka,6351,1200.0,140.0,2015-09-27,Sunday,September,2015,3,9,Autumn,25.179999999999996
SR,Karnataka,6857,1200.0,144.2,2015-09-28,Monday,September,2015,3,9,Autumn,25.33888888888889
SR,Karnataka,7056,1600.0,150.5,2015-09-29,Tuesday,September,2015,3,9,Autumn,25.106944444444455
SR,Karnataka,6511,1400.0,147.7,2015-09-30,Wednesday,September,2015,3,9,Autumn,25.02277777777778
SR,Karnataka,6976,1200.0,150.5,2015-10-01,Thursday,October,2015,4,10,Autumn,24.705138888888886
SR,Karnataka,6852,1000.0,144.2,2015-10-03,Saturday,October,2015,4,10,Autumn,25.05319444444445
SR,Karnataka,6246,1200.0,130.1,2015-10-04,Sunday,October,2015,4,10,Autumn,25.11361111111111
SR,Karnataka,6345,1200.0,129.3,2015-10-05,Monday,October,2015,4,10,Autumn,24.557499999999997
SR,Karnataka,6435,1000.0,134.6,2015-10-06,Tuesday,October,2015,4,10,Autumn,24.53694444444445
SR,Karnataka,6520,1300.0,134.4,2015-10-07,Wednesday,October,2015,4,10,Autumn,24.834027777777774
SR,Karnataka,6785,1200.0,139.8,2015-10-08,Thursday,October,2015,4,10,Autumn,24.896249999999995
SR,Karnataka,6499,1300.0,142.7,2015-10-09,Friday,October,2015,4,10,Autumn,24.937638888888895
SR,Karnataka,6569,1300.0,143.1,2015-10-10,Saturday,October,2015,4,10,Autumn,25.297222222222224
SR,Karnataka,6343,1000.0,136.7,2015-10-11,Sunday,October,2015,4,10,Autumn,25.000972222222227
SR,Karnataka,6573,1300.0,140.1,2015-10-12,Monday,October,2015,4,10,Autumn,24.780972222222236
SR,Karnataka,6634,1200.0,146.5,2015-10-13,Tuesday,October,2015,4,10,Autumn,25.096388888888892
SR,Karnataka,6901,1600.0,152.0,2015-10-14,Wednesday,October,2015,4,10,Autumn,24.577222222222225
SR,Karnataka,6558,1600.0,149.8,2015-10-15,Thursday,October,2015,4,10,Autumn,24.498333333333324
SR,Karnataka,6711,1800.0,149.2,2015-10-16,Friday,October,2015,4,10,Autumn,25.00388888888888
SR,Karnataka,6996,1800.0,149.5,2015-10-17,Saturday,October,2015,4,10,Autumn,25.13250000000001
SR,Karnataka,6314,1500.0,144.6,2015-10-18,Sunday,October,2015,4,10,Autumn,25.538333333333334
SR,Karnataka,6892,1800.0,155.7,2015-10-19,Monday,October,2015,4,10,Autumn,25.589027777777783
SR,Karnataka,7266,1200.0,162.4,2015-10-20,Tuesday,October,2015,4,10,Autumn,25.489861111111114
SR,Karnataka,7292,1500.0,167.1,2015-10-21,Wednesday,October,2015,4,10,Autumn,25.118888888888897
SR,Karnataka,7107,1500.0,163.6,2015-10-22,Thursday,October,2015,4,10,Autumn,24.647916666666667
SR,Karnataka,6853,1500.0,159.4,2015-10-23,Friday,October,2015,4,10,Autumn,24.379583333333343
SR,Karnataka,7052,1000.0,162.4,2015-10-24,Saturday,October,2015,4,10,Autumn,24.173611111111107
SR,Karnataka,7213,1000.0,163.3,2015-10-25,Sunday,October,2015,4,10,Autumn,23.970694444444447
SR,Karnataka,7460,1500.0,167.4,2015-10-26,Monday,October,2015,4,10,Autumn,24.25791666666668
SR,Karnataka,7459,1500.0,171.9,2015-10-27,Tuesday,October,2015,4,10,Autumn,24.473888888888887
SR,Karnataka,7202,1500.0,166.2,2015-10-28,Wednesday,October,2015,4,10,Autumn,24.335138888888896
SR,Karnataka,7261,1300.0,167.6,2015-10-29,Thursday,October,2015,4,10,Autumn,25.15958333333333
SR,Karnataka,7088,2000.0,165.8,2015-10-30,Friday,October,2015,4,10,Autumn,25.548472222222223
SR,Karnataka,7427,800.0,165.5,2015-10-31,Saturday,October,2015,4,10,Autumn,25.777500000000007
SR,Karnataka,7285,700.0,164.6,2015-11-01,Sunday,November,2015,4,11,Autumn,25.502499999999987
SR,Karnataka,7476,0.0,165.2,2015-11-02,Monday,November,2015,4,11,Autumn,23.839583333333323
SR,Karnataka,7145,1000.0,155.6,2015-11-03,Tuesday,November,2015,4,11,Autumn,24.35722222222222
SR,Karnataka,7329,1000.0,153.8,2015-11-04,Wednesday,November,2015,4,11,Autumn,24.549166666666665
SR,Karnataka,7336,600.0,157.5,2015-11-05,Thursday,November,2015,4,11,Autumn,24.598194444444438
SR,Karnataka,7410,1000.0,159.8,2015-11-06,Friday,November,2015,4,11,Autumn,24.40916666666668
SR,Karnataka,7374,1000.0,159.5,2015-11-07,Saturday,November,2015,4,11,Autumn,24.347916666666674
SR,Karnataka,7001,800.0,155.9,2015-11-08,Sunday,November,2015,4,11,Autumn,24.471388888888896
SR,Karnataka,7380,800.0,163.0,2015-11-09,Monday,November,2015,4,11,Autumn,23.750277777777782
SR,Karnataka,7194,1000.0,154.5,2015-11-10,Tuesday,November,2015,4,11,Autumn,22.00833333333334
SR,Karnataka,7205,1000.0,152.7,2015-11-11,Wednesday,November,2015,4,11,Autumn,23.400416666666665
SR,Karnataka,7050,800.0,147.8,2015-11-12,Thursday,November,2015,4,11,Autumn,24.50388888888888
SR,Karnataka,7150,1000.0,151.6,2015-11-13,Friday,November,2015,4,11,Autumn,23.133611111111122
SR,Karnataka,7246,1000.0,154.9,2015-11-14,Saturday,November,2015,4,11,Autumn,21.884305555555567
SR,Karnataka,7236,800.0,154.8,2015-11-15,Sunday,November,2015,4,11,Autumn,22.344583333333325
SR,Karnataka,6896,600.0,153.1,2015-11-15,Sunday,November,2015,4,11,Autumn,22.344583333333325
SR,Karnataka,7289,500.0,157.4,2015-11-17,Tuesday,November,2015,4,11,Autumn,22.815277777777766
SR,Karnataka,7591,400.0,162.0,2015-11-18,Wednesday,November,2015,4,11,Autumn,23.931666666666672
SR,Karnataka,7623,800.0,158.4,2015-11-19,Thursday,November,2015,4,11,Autumn,24.20763888888889
SR,Karnataka,7389,800.0,155.6,2015-11-20,Friday,November,2015,4,11,Autumn,24.251666666666665
SR,Karnataka,7347,800.0,153.1,2015-11-21,Saturday,November,2015,4,11,Autumn,24.02305555555556
SR,Karnataka,6978,800.0,145.6,2015-11-22,Sunday,November,2015,4,11,Autumn,23.814305555555556
SR,Karnataka,7191,800.0,150.6,2015-11-23,Monday,November,2015,4,11,Autumn,23.872083333333332
SR,Karnataka,7206,1000.0,152.6,2015-11-24,Tuesday,November,2015,4,11,Autumn,23.79125
SR,Karnataka,7348,500.0,154.8,2015-11-25,Wednesday,November,2015,4,11,Autumn,22.69527777777777
SR,Karnataka,7272,800.0,157.8,2015-11-26,Thursday,November,2015,4,11,Autumn,22.250972222222224
SR,Karnataka,7109,1200.0,155.8,2015-11-27,Friday,November,2015,4,11,Autumn,22.818333333333335
SR,Karnataka,7184,1200.0,158.1,2015-11-28,Saturday,November,2015,4,11,Autumn,22.324861111111105
SR,Karnataka,7440,1000.0,154.4,2015-11-29,Sunday,November,2015,4,11,Autumn,22.582083333333326
SR,Karnataka,7186,800.0,152.8,2015-11-30,Monday,November,2015,4,11,Autumn,23.698611111111106
SR,Karnataka,7102,1200.0,152.0,2015-12-01,Tuesday,December,2015,4,12,Winter,23.850277777777784
SR,Karnataka,7266,1000.0,154.0,2015-12-02,Wednesday,December,2015,4,12,Winter,23.39222222222222
SR,Karnataka,7378,700.0,156.7,2015-12-03,Thursday,December,2015,4,12,Winter,23.608472222222225
SR,Karnataka,7339,400.0,158.7,2015-12-04,Friday,December,2015,4,12,Winter,23.13736111111111
SR,Karnataka,7550,1000.0,162.0,2015-12-05,Saturday,December,2015,4,12,Winter,22.75708333333333
SR,Karnataka,7033,800.0,155.7,2015-12-06,Sunday,December,2015,4,12,Winter,22.825555555555567
SR,Karnataka,7511,1600.0,161.1,2015-12-07,Monday,December,2015,4,12,Winter,23.360138888888883
SR,Karnataka,7665,1200.0,165.0,2015-12-09,Wednesday,December,2015,4,12,Winter,22.796666666666667
SR,Karnataka,7672,800.0,167.3,2015-12-10,Thursday,December,2015,4,12,Winter,24.50305555555555
SR,Karnataka,7532,1200.0,165.2,2015-12-11,Friday,December,2015,4,12,Winter,24.536666666666665
SR,Karnataka,7457,800.0,159.6,2015-12-12,Saturday,December,2015,4,12,Winter,25.014583333333334
SR,Karnataka,7525,1200.0,165.5,2015-12-13,Sunday,December,2015,4,12,Winter,24.709166666666665
SR,Karnataka,7666,1500.0,171.4,2015-12-14,Monday,December,2015,4,12,Winter,24.372499999999995
SR,Karnataka,7491,800.0,170.1,2015-12-15,Tuesday,December,2015,4,12,Winter,24.09222222222222
SR,Karnataka,7321,1500.0,168.3,2015-12-16,Wednesday,December,2015,4,12,Winter,23.649305555555554
SR,Karnataka,7450,1500.0,169.1,2015-12-17,Thursday,December,2015,4,12,Winter,22.953611111111123
SR,Karnataka,7915,700.0,171.8,2015-12-18,Friday,December,2015,4,12,Winter,23.71569444444444
SR,Karnataka,7879,900.0,171.8,2015-12-19,Saturday,December,2015,4,12,Winter,24.060833333333328
SR,Karnataka,7738,1000.0,166.7,2015-12-20,Sunday,December,2015,4,12,Winter,23.492083333333333
SR,Karnataka,8162,1500.0,173.9,2015-12-21,Monday,December,2015,4,12,Winter,23.50027777777777
SR,Karnataka,7994,1000.0,173.4,2015-12-22,Tuesday,December,2015,4,12,Winter,23.254166666666674
SR,Karnataka,8299,800.0,171.0,2015-12-23,Wednesday,December,2015,4,12,Winter,23.178333333333338
SR,Karnataka,8075,900.0,172.1,2015-12-24,Thursday,December,2015,4,12,Winter,23.021111111111104
SR,Karnataka,7925,1200.0,170.4,2015-12-25,Friday,December,2015,4,12,Winter,22.466527777777777
SR,Karnataka,8096,1000.0,171.7,2015-12-26,Saturday,December,2015,4,12,Winter,21.586527777777775
SR,Karnataka,7762,800.0,174.1,2015-12-27,Sunday,December,2015,4,12,Winter,22.386805555555565
SR,Karnataka,7977,600.0,175.3,2015-12-28,Monday,December,2015,4,12,Winter,21.7525
SR,Karnataka,7925,1000.0,175.0,2015-12-29,Tuesday,December,2015,4,12,Winter,21.704722222222227
SR,Karnataka,8396,1000.0,177.7,2015-12-30,Wednesday,December,2015,4,12,Winter,21.92958333333332
SR,Karnataka,8264,600.0,181.2,2015-12-31,Thursday,December,2015,4,12,Winter,21.630138888888887
SR,Karnataka,9011,0.0,183.0,2016-01-01,Friday,January,2016,1,1,Winter,21.605277777777772
SR,Karnataka,8232,600.0,174.7,2016-01-01,Friday,January,2016,1,1,Winter,21.605277777777772
SR,Karnataka,8199,600.0,179.7,2016-01-02,Saturday,January,2016,1,1,Winter,21.51569444444445
SR,Karnataka,8132,800.0,173.6,2016-01-03,Sunday,January,2016,1,1,Winter,21.561111111111117
SR,Karnataka,8681,800.0,182.4,2016-01-04,Monday,January,2016,1,1,Winter,21.690416666666668
SR,Karnataka,8469,500.0,182.5,2016-01-05,Tuesday,January,2016,1,1,Winter,21.578194444444435
SR,Karnataka,8645,500.0,184.9,2016-01-06,Wednesday,January,2016,1,1,Winter,21.877361111111114
SR,Karnataka,8775,500.0,185.1,2016-01-07,Thursday,January,2016,1,1,Winter,21.78166666666667
SR,Karnataka,8758,500.0,184.4,2016-01-09,Saturday,January,2016,1,1,Winter,21.82888888888889
SR,Karnataka,8817,500.0,183.0,2016-01-09,Saturday,January,2016,1,1,Winter,21.82888888888889
SR,Karnataka,8115,600.0,176.8,2016-01-10,Sunday,January,2016,1,1,Winter,21.77958333333334
SR,Karnataka,8516,700.0,183.5,2016-01-11,Monday,January,2016,1,1,Winter,21.662916666666668
SR,Karnataka,8669,800.0,182.5,2016-01-12,Tuesday,January,2016,1,1,Winter,21.833333333333332
SR,Karnataka,8795,800.0,186.6,2016-01-13,Wednesday,January,2016,1,1,Winter,21.97541666666667
SR,Karnataka,8809,500.0,186.0,2016-01-14,Thursday,January,2016,1,1,Winter,22.31319444444444
SR,Karnataka,8671,500.0,180.4,2016-01-15,Friday,January,2016,1,1,Winter,22.197916666666668
SR,Karnataka,8528,800.0,183.3,2016-01-16,Saturday,January,2016,1,1,Winter,22.636527777777786
SR,Karnataka,8376,400.0,182.3,2016-01-17,Sunday,January,2016,1,1,Winter,22.79625
SR,Karnataka,8724,800.0,187.6,2016-01-18,Monday,January,2016,1,1,Winter,23.144861111111116
SR,Karnataka,8754,600.0,181.8,2016-01-19,Tuesday,January,2016,1,1,Winter,23.87777777777778
SR,Karnataka,8127,500.0,175.4,2016-01-20,Wednesday,January,2016,1,1,Winter,23.570555555555554
SR,Karnataka,8740,700.0,177.0,2016-01-21,Thursday,January,2016,1,1,Winter,24.18069444444445
